KlasseAttribuutID	IMBORGUID	Klasse	Multipliciteit	Attribuut	Informatiemodel	Eenheid	Enumeratietype	OAGBD
5809	4cb97168-b3c3-4817-8813-ec88fc6b6c9d	106	15167	823	4	null	16391	O
5810	c02ce485-77b6-408d-a38e-7bfe1b8c854a	110	15167	823	4	null	16392	O
5811	e594c850-05d4-4f4d-ae56-02564f4238b9	114	15167	823	4	null	16393	O
5812	a2b160aa-ec7e-4a86-8ca5-1200d9eedec1	14649	15167	823	4	null	16394	O
5813	77896920-40b5-4098-9763-3d9887ffc10f	167	15167	823	4	null	16395	O
5814	71042a7d-b11f-482c-be3f-6e556f9986b1	198	15167	823	4	null	16396	O
5815	f4844972-21d5-40b6-aebe-a28ffa04f6fc	201	15167	823	4	null	16397	O
5816	02494046-4063-4ed6-9f83-b852acad8b21	237	15167	823	4	null	16398	O
5818	a18c1ec0-ebc8-403f-a1f8-5714d64f9747	252	15167	823	4	null	16399	O
5819	d95d44c4-83cc-481d-9256-cd17dba4092d	254	15167	823	4	null	16400	O
5820	b314cf5c-9b89-4692-88a3-d7f31c287ad9	256	15167	823	4	null	16401	O
5821	27a44a23-d96b-4554-b183-0a75d10c3683	264	15167	823	4	null	16402	O
5822	6cd260ab-5cf4-41ce-892e-20a1e13df4d6	277	15167	823	4	null	16403	O
5823	a6a99e52-b0a7-4daa-a336-10b007c3a594	292	15167	823	4	null	16404	O
5824	6e5c3497-1c3b-475e-bb46-a52aed2b4ab6	295	15167	823	4	null	16405	O
5825	3315369c-9b0a-4cbe-803a-6137d8607a87	5	15167	519	4	null	null	A
5826	3c507d1a-ba2b-4777-8a2b-79a31026e5fb	14565	15167	519	4	null	null	A
5827	600cc79b-278a-4764-b0cb-5700cb3b843a	25	15167	519	4	null	null	A
5828	7b45e242-0d58-4b95-a6ec-cf94d5a3fc0c	42	15167	519	4	null	null	A
5829	799919aa-753c-4dd0-ba30-4156f6415371	102	15167	519	4	null	null	A
5830	4a8002ff-1e70-4bca-9b3b-2de61d2509d6	106	15167	519	4	null	null	A
5831	b35d1f59-3fcf-48c7-b9b4-4ac79057b797	110	15167	519	4	null	null	A
5832	9e37ed13-816c-4157-a0b1-89427ab1710b	114	15167	519	4	null	null	A
5833	91cfc0a6-355d-4377-8493-aa43c203c169	14649	15167	519	4	null	null	A
5834	37c38650-962e-4620-92ff-8540c4a5593a	167	15167	519	4	null	null	A
5835	578f1ab3-0a4c-41fb-a48a-4088feb8286b	198	15167	519	4	null	null	A
5836	2a297d47-acda-4675-94be-d0fc6cb0f7aa	201	15167	519	4	null	null	A
5837	3ed786e6-1000-4572-a81a-84be06513b29	237	15167	519	4	null	null	A
5839	a36f104d-5d67-44ab-b66e-9ba5cd98dd88	252	15167	519	4	null	null	A
5840	baeaaeeb-c56e-40c6-a346-cadabfe11dc0	254	15167	519	4	null	null	A
5841	863b3164-9d87-41da-8dd8-af66518242fd	256	15167	519	4	null	null	A
5842	99c027d0-2080-4a21-940f-21952729479b	264	15167	519	4	null	null	A
5843	2c3f6a9a-a161-43a8-b011-d933a8ce4776	277	15167	519	4	null	null	A
5844	57283ce0-f1ea-403e-bcd7-5bd92872a68b	292	15167	519	4	null	null	A
5845	ae6e9afb-ed9e-4fd7-88fe-2190bee4bdd4	295	15167	519	4	null	null	A
5846	cf65af3d-0088-42e4-b7be-9afb15edb9bb	5	15167	484	4	null	null	A
5847	17a9497c-f60c-41f6-a619-08428e0ea3ad	14565	15167	484	4	null	null	A
5848	f3aab2cf-330a-4629-92b2-224e255bab86	25	15167	484	4	null	null	A
5849	59a1f2ab-c592-414b-9fea-f1f573f2fced	42	15167	484	4	null	null	A
5850	54437f08-da10-403a-af91-5dfe525df365	102	15167	484	4	null	null	A
5851	b0d5026e-ed8f-4ce6-b694-6b6f8acc665d	106	15167	484	4	null	null	A
5852	b8d73330-4eac-4d6d-9d1e-a5a905674abc	110	15167	484	4	null	null	A
5853	07a403a8-58d7-43d8-a548-4c2118a1277f	114	15167	484	4	null	null	A
5854	ef65b478-c17a-4547-b013-68d8bf994b31	14649	15167	484	4	null	null	A
5855	5ee5b65c-7a39-4a6e-b273-d77f3327ac4d	167	15167	484	4	null	null	A
5856	84d64adf-fc42-4407-b7e9-8be9f8b18b8d	198	15167	484	4	null	null	A
5857	f888f761-57cc-4ee7-b262-4ec8e758fe5c	201	15167	484	4	null	null	A
5858	2aa8fad3-bf5d-4a8c-a66c-b8a6985a8b48	237	15167	484	4	null	null	A
5860	0df0465e-88b7-4a75-a8dc-1c0fe269e0de	252	15167	484	4	null	null	A
5861	ec54a9d3-16dc-4b33-a2ef-a7a7835aadfe	254	15167	484	4	null	null	A
5862	31a4cf5b-30a1-4fd1-b669-2f360517b177	256	15167	484	4	null	null	A
5863	5003afd3-3503-4d1d-8589-6d62cb3a6717	264	15167	484	4	null	null	A
5864	906355fc-2609-498d-bcee-daf169483098	277	15167	484	4	null	null	A
5865	79be4ee3-84e0-4f5d-9bc2-5bb4d9ab23b7	292	15167	484	4	null	null	A
5866	f80c3052-db79-44c4-bf30-e8c6502f96ba	295	15167	484	4	null	null	A
5867	a8be3c9a-c845-4db8-9271-c599eccc2498	5	15167	473	4	null	null	A
5868	99953a76-dd82-461c-a666-54ad61350019	14565	15167	473	4	null	null	A
5869	d9dc518f-2d6d-4482-b5c0-ad2319e7aa9d	25	15167	473	4	null	null	A
5870	15055b37-c7f8-4365-9fed-2048ae555edb	42	15167	473	4	null	null	A
5871	1ce15708-4312-4f48-b281-a301fa03dffb	102	15167	473	4	null	null	A
5872	75261c90-8fd0-4c2d-bce9-b2aa7234c1a9	106	15167	473	4	null	null	A
5873	b50a2a98-8016-4a78-a5ff-3b9ded2c6a9f	110	15167	473	4	null	null	A
5874	924bb946-4691-4d72-9476-2742825b263d	114	15167	473	4	null	null	A
5875	f34fb774-8e7e-4f91-9f7e-30d8ff1ff35b	14649	15167	473	4	null	null	A
5876	5bd7937b-6539-4baf-8ef3-94ebb4035c80	167	15167	473	4	null	null	A
5877	59ca35ea-3ece-43e7-85c6-6b27ba9369c6	198	15167	473	4	null	null	A
5878	2a45f135-1390-4ee7-90c4-c231d2234575	201	15167	473	4	null	null	A
5879	649657e1-c357-4900-9f1c-c46f8c01ef62	237	15167	473	4	null	null	A
5881	9139e6b3-2abe-47fb-970a-38b887549dc1	252	15167	473	4	null	null	A
5882	2bab5a26-e815-484f-9d8f-bb6f8a586be3	254	15167	473	4	null	null	A
5883	00ef65a6-9518-4991-8ad6-4924db0ba213	256	15167	473	4	null	null	A
5884	c6b656be-154f-4676-87fd-5f92b3bcd6ec	264	15167	473	4	null	null	A
5885	d8a9b396-603f-45f1-8193-6cb1da74e605	277	15167	473	4	null	null	A
5886	cb8878f9-6819-43ac-9d63-89604eef3411	292	15167	473	4	null	null	A
5887	8236d880-fe97-4dbc-85da-ed61ba506799	295	15167	473	4	null	null	A
5888	6ef2c2c0-1830-4195-a983-88850a78be47	117	15167	483	4	null	16406	O
5889	56cba472-e9d2-4db1-8cef-70c3ef9e992a	117	15167	823	4	null	16407	O
5890	50eea75e-3a2c-48b8-a659-a6a486835825	117	15167	519	4	null	null	A
5891	0aa95df0-02fd-44bf-b691-7f624dd168fc	117	15167	484	4	null	null	A
5892	50707738-3148-4825-8e64-b3ba64f86bfd	117	15167	473	4	null	null	A
5893	ab8aa6f9-ce2e-4419-be65-6d459f70b568	230	15167	555	4	14497	null	B
5894	b54fa414-12ec-4d18-918e-97956addf278	14959	15167	408	4	null	16408	B
5896	089b1325-6d83-4a86-8cf6-dc0be4ea65a2	14969	15167	1049	4	14488	null	O
5898	d689ed2e-a481-47ff-ab69-2c372b3321da	1082	15167	1049	4	14488	null	O
5900	46c4284d-ce2e-4c10-aa0a-55dd2aeb8407	14958	15167	1049	4	14488	null	O
5901	783cb16a-0557-4b4f-aa05-67618a9e0b7d	14993	15167	448	4	null	16409	O
5902	e53074b8-bc05-48ab-9d72-bbd92acd5b81	14993	14518	338	4	14489	null	O
5904	8f9d6b3b-c285-49e8-9c01-2e2e5d44f35f	14993	14518	440	4	14497	null	O
5906	6faffdbc-9cba-40fe-8b55-a6866f8a8f65	14435	15167	1025	5	null	null	G
5907	4556d5d5-6409-4bc4-95c2-24a0c8ba19c3	14429	15167	1025	5	null	null	G
5908	3411abe0-0d59-4919-bfaa-9585daa15787	14443	15167	903	5	null	null	G
5909	d7e298a0-d506-4c45-98e1-46119697135a	8915	15167	14903	4	null	16410	B
5913	7e62ae62-d400-423f-bc93-6c0ea55f2219	10723	15167	850	4	null	16414	B
5914	5a5e1125-d021-4b40-8219-76c38aa3432d	14955	15167	1008	4	14490	null	A
5915	72479f4c-55fb-4d36-a0d9-b3a0f4fcfdf2	14649	15167	14997	4	null	16415	O
5916	05ed1a12-9352-4758-aaaa-8a633e14846d	14649	15167	14998	4	14503	null	O
5917	bc43c5e2-af5b-42fd-b123-917b7ebaaa90	166	15167	376	4	null	16416	O
5918	3b78eccf-3d80-4c3c-a558-4e46557f7a8a	8922	15168	15578	4	null	16417	O
5919	cdce5b59-dcce-45a5-a7c6-bf87ceaf515c	8921	15168	15578	4	null	16418	O
5920	94e2a415-a15a-4255-ab6b-a62685977f26	14818	15168	15578	4	null	16419	O
5921	53d0c891-0f07-45af-a029-8f5913a15130	8917	15168	15578	4	null	16420	O
5922	4a01fb17-2fb4-41ee-bfad-f0df1cc724e1	8620	15168	15578	4	null	16421	O
5923	8c6092af-ca5c-4c6d-b2b3-57c1700d0f38	8623	15168	15578	4	null	16422	O
5924	b42552f3-7b19-4bda-8e53-5e3db31cf2c7	14819	15168	15578	4	null	16423	O
5925	d2ccd104-585a-4e3d-8319-7a9327537576	8915	15168	15578	4	null	16424	O
5927	4a97b185-5ce6-44c1-af6d-ee32356cc811	8914	15168	15578	4	null	16425	O
5928	397b2e95-1b9e-46d9-9dd3-97a5f1ffa7aa	8635	15168	15578	4	null	16426	O
5929	8fb3434a-01e8-423e-a448-f2ecf3505193	8932	15168	15578	4	null	16427	O
5930	1f29d233-0db2-4c60-9543-f179a3aeaacc	8935	15168	15578	4	null	16428	O
5931	9f8302e5-e968-49b7-8a47-39b72faa349c	8597	15168	15578	4	null	16429	O
5932	a82cd017-c7b8-454a-801c-63e447e9d5d4	8937	15168	15578	4	null	16430	O
5933	4643e32e-3fc5-4e08-a797-0d7218410cd3	8656	15168	15578	4	null	16431	O
5934	3e920241-a72e-4121-817c-92c3634f6dbd	8940	15168	15578	4	null	16432	O
5941	77ee836d-c2a8-432e-bdba-913944119a22	273	15168	15578	4	null	16433	O
5942	15c27b68-de1e-4cf5-9192-48752298006a	9788	15167	1025	5	null	null	G
5943	2a130d78-9344-4664-8677-5cc5aa0009ab	8284	15167	1025	5	null	null	G
5944	da7bfb4e-d57a-4f7e-8261-968d19952932	10494	15167	1025	5	null	null	G
5945	d1771762-1745-4f95-9bb8-edb839280e58	10331	15167	1025	5	null	null	G
5946	e5753d56-e7ba-4b94-9ab0-9ad7868e74b0	9442	15167	1025	5	null	null	G
5947	2b35d661-a8bd-48a7-86e7-bf4674c141f8	8348	15167	1025	5	null	null	G
5948	19acc551-6fcd-43ad-aaaf-b01496356113	13999	15167	1025	5	null	null	G
5949	68e77da6-5074-4cc1-8bc1-40c952ccf1cd	10865	15167	1025	5	null	null	G
5950	1ebbe84a-b535-457d-b648-13bc55c63597	10864	15167	1025	5	null	null	G
5951	44ae22d8-ebe5-4aa4-92e9-5f4d80c7993c	14000	15167	1025	5	null	null	G
5952	bff6f437-9230-427a-b14e-8b5a83be6eec	8915	15167	375	4	null	16434	O
5953	5340d9be-8d9b-4616-b33e-de0e30b7f7d1	14819	15167	376	4	null	16435	O
5954	1dfaddfd-b236-40b4-92c3-38abe1c32191	9409	15167	375	4	null	16436	O
5955	306f76ed-5989-4d24-8ada-2482fac924ff	9409	15167	376	4	null	16437	O
5956	598bb793-6aed-404a-8a8b-56cd6557fbb6	108	15167	660	4	null	16438	O
5957	06ae71ae-56dc-4f63-8d17-663506bd54e5	8915	15167	376	4	null	16439	O
5958	7211e6a3-c857-44b7-8aac-0b00d3bebb8e	150	15167	376	4	null	16440	B
5960	5144fdd0-73da-4795-8e32-91484146ea41	15	15168	502	4	null	16441	O
5961	31859322-a37f-4752-bee0-0fba3ac2b84f	14916	15167	375	4	null	16442	O
5962	fc3875da-c540-49cb-8c2c-8f5eab3b0267	9754	15167	375	4	null	16443	O
5963	c81044f0-635f-410b-82e8-24c81df7d8a2	14814	15167	375	4	null	16444	O
5964	06973690-87b7-479e-ae59-5bb4678eafaf	14809	15167	375	4	null	16445	O
5965	38816631-8106-4342-991b-af3a91a31447	14810	15167	375	4	null	16446	O
5966	509af1b1-b44b-420e-86d1-3695cad62372	14811	15167	375	4	null	16447	O
5967	54864698-45df-464b-9ea0-9eb5f886c219	14813	15167	375	4	null	16448	O
5968	d9ffd6f1-f438-4fd0-8bd7-0b218f99567d	14812	15167	375	4	null	16449	O
5970	0f40c13a-7c28-489d-bf06-e599834243f1	8922	15167	15186	4	null	null	O
5971	275a13e8-3bad-42a5-913c-5077308252f9	189	15167	660	4	null	16451	O
5972	91479184-390c-47ea-a791-e29d9920b73f	233	15167	376	4	null	16452	O
5973	40c34ebd-2a1a-44bc-91e1-a3c7e893e030	15226	15167	375	4	null	16453	O
5974	655a7f9d-f286-4132-9ee8-e3b9b18b37b0	15226	15167	376	4	null	16454	O
5975	de9fd2fd-4954-4526-82ff-eeeb24a2bdfe	189	14518	15229	4	null	16455	O
5976	1c58d72c-d0d5-492e-9bf8-66020fb1f1a6	15227	14518	440	4	14497	null	O
5977	91e96233-bea5-48c5-a9f8-203df2e31376	15226	14518	440	4	14497	null	O
5979	7f828a12-21b5-44d3-a6a8-0fa0a20de2fd	15255	15167	722	4	null	16456	O
5980	c3a4ac96-5c34-439a-95e3-fbe3a262476e	15255	15167	15256	4	null	16457	O
5981	5f80bad1-6bb9-47d4-9851-e57ead74b1e5	14970	15167	15263	4	null	null	O
5982	2096af40-4fb1-4c06-a268-06af7e65ee7a	165	15167	15264	4	null	null	O
5983	ac1d1467-49c4-4ad0-9dd9-dcb4b95c8a89	108	15167	15264	4	null	null	O
5984	71a6898e-40b2-4dd7-be75-ecb96aaddbb7	15267	15167	375	4	null	16461	O
5985	2969c45a-731d-4ab7-9988-c64ab58a19cd	311	15167	15272	4	null	null	O
5986	49e33c79-cbe5-4151-af54-aa4504e91209	311	15167	795	4	null	null	O
5987	129e4d93-089c-4e31-9e76-9134737a45d8	311	15167	15274	4	null	16463	O
5989	7f156a9c-13ea-4436-a78d-b8f77256320e	232	15167	15276	4	null	16464	O
5991	11f7b866-95c7-4606-b876-b0606e7e642c	15279	15167	15378	4	null	16465	O
5992	cd679206-b1f1-4cb8-b18c-9fed53d1c368	15279	15167	15379	4	null	16466	O
5993	09f7c544-df07-400b-baa1-cf8db823fb10	15279	15167	15281	4	null	16467	O
5994	1f90bd63-072b-41c1-b3f0-e06f843738f3	15380	15167	375	4	null	16468	O
5995	d8050377-76d2-4a1b-ab7c-46595028a815	15380	15167	440	4	14497	null	O
5996	33adaee6-f888-4eea-a9d7-3582224810d2	15380	15167	583	4	null	null	O
5998	ac497bd3-5fba-44fa-b412-88a6fbc987b2	15380	15167	15229	4	null	16469	O
5999	ef6fb209-1476-4fc4-8452-23b7d67c122d	15391	15167	15392	4	null	null	B
6000	bd6ebf00-3349-4375-8379-497d5754c735	15396	15167	375	4	null	16471	O
6001	cf90a4fe-fd9c-43d5-9fe3-84d671995c25	15400	14518	15401	4	null	null	G
6002	44faad17-33e0-4cb1-a874-77b5632c5074	206	14518	15402	4	null	null	G
6003	adb9a154-d87f-4776-9805-7859104da78e	304	14518	15403	4	null	null	G
6004	5ef2a3cc-0ea1-453e-af51-3e2a58a6f6fa	92	14518	15404	4	null	null	G
6005	2390bc78-1ae3-4e5c-9484-4b447b8bc09f	92	15167	15405	4	null	null	G
6006	9574a71b-e00f-4b60-ae1a-7c308ba7714e	15406	14518	15407	4	null	null	G
6008	cec88aa3-5d21-46c0-916d-a80bdfd215fc	15409	14518	15401	4	null	null	G
6009	34ea39ca-e03f-417d-a3ef-743d3fb50cd3	15411	14518	15401	4	null	null	G
6010	65c61414-013d-4a35-b921-05aa0aa0dbbe	15410	14518	15401	4	null	null	G
6011	aa7df82a-f620-4943-97e0-1f86252dd10a	15408	14518	15401	4	null	null	G
6012	6404a4ed-bc6a-4750-a0c1-ec7567b06dbf	325	15167	15405	4	null	null	G
6013	199b688c-5571-4ed8-ad2c-2fbb90bc0565	48	14518	15413	4	null	null	G
6014	4f391279-b631-4a84-b08c-5326e29b6e92	317	14518	15412	4	null	null	G
6015	f60b3caf-4157-4a72-af7b-51163cc5033c	172	15167	15405	4	null	null	G
6016	2aa5e047-df35-4a26-8bfc-ec76992b96aa	172	15167	375	4	null	16472	G
6017	6e83ed3d-2c67-412c-9ebc-9faa1fffe127	15417	15167	375	4	null	16473	G
6018	e25ae7b5-0b3c-49d7-8719-bf7e4d5a89b8	15417	15167	888	4	null	null	G
6019	80e90bc8-a59b-423c-a429-6da0d680ef71	15417	15167	15419	4	null	null	G
6020	120566c5-d0cf-4bc5-b445-4e442ccac518	15417	15167	15420	4	null	null	G
6021	d3f650ec-a002-4f14-940e-8abf93c7159d	15417	15167	383	4	null	null	G
6022	a7be533e-c6a9-4ac7-ab2e-9341b58d90ca	15418	15167	375	4	null	16474	G
6023	80d7a2e0-d852-403d-b477-57c41be52071	238	15167	375	4	null	16475	G
6024	35df96a6-d9da-4469-b7cb-753867399e29	238	15167	15405	4	null	null	G
6025	44f0a2c5-e342-4cb2-8111-9cb0e6aad4b8	15433	15167	15405	4	null	null	G
6026	495939e1-a0b3-4b3d-bc9a-aacf5b74e160	15434	15167	15405	4	null	null	G
6027	06d4fa8e-5704-4b69-bb43-6aeaeb03b550	15434	15167	375	4	null	16476	G
6028	7a8e4413-33e5-4130-bdd5-2ac03c45bae7	14836	15167	15405	4	null	null	G
6029	e15935ea-d4fc-454c-b987-0574c0ecfb05	15446	15167	375	3	null	16477	O
6030	47371507-8812-4e31-a9c0-cbe3fed1af67	15446	15167	376	3	null	16478	O
6031	b7409ea1-157c-4429-a209-76449cefa699	15452	14518	384	3	null	null	B
6033	33e64f59-9ddd-4f53-8359-296a7714d0af	15459	15167	375	3	null	16479	B
6034	f9ade70d-8c21-4a2f-b33f-aff54c3cd6b0	15459	15167	376	3	null	16480	B
6035	75d9e982-3c02-43f4-91c4-8e3b8bcc0dd2	15463	15167	375	3	null	16481	B
6036	4ab4fd2a-bacf-4ac9-a383-72febbfaba89	15485	15167	375	3	null	16482	B
6037	c8b19e20-b2e5-45a9-b1a4-1a80aae402b8	15459	15167	660	3	null	16483	B
6038	5f2ddfa2-ead8-4dd1-945a-7a4b1a0dcb61	99	15167	501	3	14490	null	B
6039	f7e084ec-5b64-4110-92ef-abdb04eb538f	99	15167	463	3	14491	null	B
6040	32605674-cb58-47d7-a926-3447a1c6074c	99	15167	468	3	14490	null	B
6041	70024eb0-018c-4de3-a2b2-8aca85d7a8ad	99	15167	469	3	14491	null	B
6042	06485a75-7a7a-4f6f-afa3-a06222e27820	9410	15167	501	3	14490	null	B
6043	d28f1875-2f28-4e11-9ddc-71fa7293224c	8915	15167	501	3	14490	null	B
6044	d3f5f1fb-190a-4914-9702-f15384f43dea	8915	15167	468	3	14490	null	B
6045	4a5d10a6-6093-433b-8c40-21857cf1ae68	8915	15167	469	3	14491	null	B
6046	16a3d158-46fa-4fbb-8e0d-ed9b8d1527d6	8915	15167	467	3	14498	null	O
6047	bde40466-a5e7-48ef-99c1-18a95dc70019	9409	15167	660	4	null	16484	O
6048	bad456c3-623e-4c5a-b996-eb3d83966508	14992	15167	15496	3	14498	null	O
6061	709ee5a8-f46f-40e9-b86d-9825c4958e58	10420	15167	15499	3	null	null	O
6062	72da2381-7ae4-4c59-aac6-e3ae1645d999	73	15167	15499	3	null	null	O
6063	71550a31-47b0-46a9-aacd-b5b5de363027	10422	15167	15499	3	null	null	O
6065	4ea55c34-0f33-4bd8-a160-cbdd32513e33	10420	15167	15500	3	14497	null	B
6066	cb532d16-eed3-4ed1-b981-ef46757c9e19	10420	15167	15502	3	14490	null	B
6067	c75901a7-cf66-4190-80ae-f4d87cecff59	10420	15167	15501	3	14491	null	B
6068	eecfdb5f-df14-43e1-845a-2927b7b74cf1	15446	15167	15498	3	14490	null	B
6069	e24348bf-cc40-43c9-a2a5-63c71e1657e1	216	15167	15501	3	14491	null	B
6070	d2d3aa8a-5443-4e91-80e3-f406a607f79c	7744	15167	15501	3	14491	null	B
6071	407e989b-7766-4136-a10b-1190d0a5bd20	216	15167	15498	3	14490	null	B
6072	6a9c9bf1-1c12-4e36-8caf-c35b2d262ae2	7744	15167	15498	3	14490	null	B
6073	b5fe2437-266a-4f87-9f16-f3176f5d81da	216	15167	15500	3	14497	null	B
6074	79e61c3f-967b-4dfd-877e-0d22c9a86302	7744	15167	15500	3	14497	null	B
6075	31cdd364-5672-44ce-80fc-b04e63fed2b1	216	15167	15502	3	14490	null	B
6076	2fc69422-9406-4ea4-bb29-465ebd44389f	7744	15167	15502	3	14490	null	B
6077	1f07e16d-5db3-4b15-8017-3809090449d2	133	15167	959	3	null	16485	O
6080	749c4f4e-019d-4f38-86ca-74c80e25444a	15507	15167	375	3	null	16486	O
6081	fc67d4c1-3554-43f7-b477-caf8e33d441b	15508	15167	375	3	null	16487	O
6082	aa1dbd93-cd23-4f16-b804-fd58a03eafbd	15510	15167	375	3	null	16488	O
6083	cf235c95-33b7-48dc-a7e5-b9692f903ea2	15510	15167	376	3	null	16489	O
6084	576b2ea7-7889-4176-b9ee-754d1d21ba72	15510	15167	660	3	null	16490	O
6085	a6363f43-d25d-4b3d-8f76-0b5ad04c00c8	15509	15167	375	3	null	16491	O
6086	5ff9c945-5a2c-4dec-93a3-c27eb8718044	15518	15167	375	3	null	16492	O
6087	ee011fab-9da9-4764-a7c5-f6a10faa6b41	15519	15167	375	3	null	16493	O
6088	9e4b4201-7623-4607-94c8-603ae1a41d7a	15522	15167	375	3	null	16494	O
6089	cdf3b2ca-8048-4818-b8c3-6be6c2f5816b	8922	15167	15497	3	null	null	O
6090	028a624d-449d-4632-bc66-5ca63ec2826d	15529	15167	937	4	14491	null	O
6091	5631984c-334f-4881-976a-f3d87a8d4296	15529	15167	516	4	14491	null	O
6092	f0aa089b-ae49-4dc7-9247-9c7f36808c81	15529	15167	1025	5	null	null	G
6093	61dc9e7d-3458-4880-a083-10c3aa767a86	15529	15167	501	3	14490	null	B
6094	7e2da3a4-5f56-4f8b-92cf-3d4fedc6b02a	15529	15167	463	3	14491	null	B
6095	fe33bbc1-ea62-428a-b92a-59cc7fc02f14	15529	15167	468	3	14490	null	B
6096	b6020b8b-232b-410f-94cd-915ca2ea39fd	15529	15167	469	3	14491	null	B
6097	f0d03783-50ac-4655-bbca-7e86115c1548	15528	15167	937	4	14491	null	O
6098	83fc7448-ec2c-4cc7-9a80-df1707d71de3	15528	15167	516	4	14491	null	O
6099	b68771c1-66b1-4a02-92e2-d6ad633cc35b	15528	15167	1025	5	null	null	G
6100	47bef3f6-3acd-4896-a2f0-7ddfbf5d7495	15528	15167	501	3	14490	null	B
6101	a381bb70-9c7a-49b5-ad4c-2dbb83423546	15528	15167	463	3	14491	null	B
6102	f884bff6-cf18-40df-b5fe-e2221517f8a7	15528	15167	468	3	14490	null	B
6103	170847a6-170b-4d40-a3da-17397321eaea	15528	15167	469	3	14491	null	B
6104	2b3a0a0b-9319-49f8-b543-3e00563d71ae	91	15167	376	3	null	16495	O
6105	0cb9a862-1bc7-47af-966d-8a5eb3b6c8cf	1090	15167	353	4	14490	null	O
6106	079e6272-e566-4494-be01-06c390bc7485	14590	15167	15534	4	null	null	O
6107	f45e2885-5f7e-442d-9315-79abf62a449e	175	15167	14998	4	14503	null	O
6108	5d56971b-9eef-40a0-954b-f1acaca61c46	7	15167	375	4	null	16496	O
6109	4679b083-34bf-4fe0-b563-b253276f3267	14986	15167	375	4	null	16497	O
6110	6f9f90bd-1138-4cb2-abc9-2a5c8a60ed18	53	15167	375	4	null	16498	O
6111	afe29612-2b18-4621-8cb6-888fecc0a8e8	302	15167	375	4	null	16499	O
6113	79ac9f6d-5c64-48e9-a34f-e470ad72ca7e	265	15167	375	4	null	16500	O
6114	3bd05031-b1fb-4e2f-ad73-b2130859f657	3	15167	376	3	null	16501	O
6115	02a39feb-6785-40ee-b17d-1eea5a6c1432	9535	15167	375	4	null	16502	O
6116	e4d67016-ade3-4c3b-9761-238b0a908e5b	194	15167	375	4	null	16503	O
6117	91e4eced-e21f-4041-8271-0d3c90623c34	203	15167	375	4	null	16504	O
6118	92c05d68-c4ac-4005-a63f-02958998df98	14649	15167	375	4	null	16505	O
6119	ae2ff20e-e79f-4950-8356-5775c1f30fdd	228	15167	375	4	null	16506	O
6120	9090a130-ecaa-4d17-b4a5-85e933081753	101	15167	15542	4	null	16507	B
6121	3e2557ca-643a-4e59-a098-5f354e973fee	15506	15167	1025	5	null	null	G
6122	821d5bf4-7ba9-4047-a836-a312f3056ee7	15507	15167	1025	5	null	null	G
6123	8f5fdd03-a771-42bf-a8f9-e0c205382ac7	15508	15167	1025	5	null	null	G
6124	3e05ad71-dffb-4505-8865-f1f7149b946c	15509	15167	1025	5	null	null	G
6125	0d264de7-f192-46e4-b40e-ed84ee454160	15510	15167	1025	5	null	null	G
6126	bc567b59-8b80-4193-ab47-735be91128fd	15511	15167	1025	5	null	null	G
6127	156d49bc-a966-4f88-b93b-b992dba39e7c	15518	15167	1025	5	null	null	G
6130	09c9a18c-f54e-442d-bf34-fd077d0a51f6	15519	15167	1025	5	null	null	G
6131	2ebf5aa0-8c9d-44e2-9111-7be4d50622b6	15520	15167	1025	5	null	null	G
6132	c5d627ce-7449-487c-aea5-fb141447bea2	15521	15167	1025	5	null	null	G
6133	89c4d43e-5e3b-4a43-afef-2c5e4a5a4357	15522	15167	1025	5	null	null	G
6134	d0258ae7-db5f-4c2f-870c-d5ad53e8ac9b	15523	15167	1025	5	null	null	G
6135	84bc403a-673a-4358-a9b4-9ba4d33da22a	8779	15167	1025	5	null	null	G
6136	a19d3586-6304-481f-89be-51e27a438783	8780	15167	1025	5	null	null	G
6137	558076f8-4b29-4433-8fcf-14dcab9355f1	9020	15167	396	2	null	null	G
6138	a51472e1-10bc-4b47-b9e5-d6bd31da9a0b	9747	15167	1025	5	null	null	G
6139	5a6f086a-ec94-4cc8-9d23-ad3fcde0844d	15275	15167	1025	5	null	null	G
6140	3632fc70-4e8d-4e76-a1f0-dd509de0ebd4	15279	15167	1025	5	null	null	G
6141	b6772b17-c3c2-4150-b2c6-b71298a05904	15380	15167	1025	5	null	null	G
6142	bdffa670-7a47-476d-bc6a-aa2b34c858e9	15384	15167	1025	5	null	null	G
6143	b38b41a0-0aa7-4ae5-8d56-fc5855c610ee	15385	15167	1025	5	null	null	G
6144	40a7adc5-7b0c-49ce-930c-20dbcb735688	15386	15167	777	2	null	null	G
6145	a128dceb-848d-4daf-a246-d7f7beea98b3	15387	15167	777	2	null	null	G
6146	67c81a78-b250-44e8-a9de-e9a1429d8e69	15388	15167	777	5	null	null	G
6147	14dd97a8-8544-47f8-acf8-6685537c022a	15389	15167	1025	5	null	null	G
6148	5a0d7257-cebe-48a3-a827-d44fd39e4a04	15391	15167	1025	5	null	null	G
6149	6a263f5f-98a8-4cf3-9e08-a05cf44d80b2	15393	15167	1025	5	null	null	G
6150	34f1d2b8-3df1-4d6a-9f6e-d7106e51b00f	15396	15167	1025	5	null	null	G
6151	f5e41e63-271d-4bf6-a50c-c1536e92119e	15399	15167	1025	5	null	null	G
