FilterObjecttypeID	IMBORGUID	Filter	Objecttype	Wijzigingsdatum
1592	e4e6da91-3011-4f99-85f1-fc42dfd6b3b4	14961	14169	null
1593	7e381235-3a71-4e79-af21-1468a28fa276	1090	16625	null
1594	d2ae8c39-ac80-4047-af00-0dfa7dd955ec	1083	9389	null
1595	1ddbc81e-5b12-46e8-b633-2351dc8888e8	23114	10203	null
1596	94c2cb80-3a9a-46c2-b0e1-057f8f36fa89	1082	221	null
1597	5b7d0714-04fc-49bc-a4ef-4d800355d724	23114	21627	null
1598	7d4757c5-92b9-42d8-b811-04dea724d07b	14807	12986	null
1599	e5b62f9b-f5be-4814-b01e-8cdea354ad1a	1089	9349	null
1600	fa92d7e7-afbc-447d-8d02-ab9d011853f0	14978	14048	null
1601	45a9f5f5-3ee9-4025-ae7c-5c6ee5422c17	1089	222	null
1602	b6130948-f174-4fcc-a04b-cec9e172ef60	1089	9350	null
1603	88ffbcb8-3c78-4f44-91a2-e6f71810155a	1089	10007	null
1604	afa17fe5-ec2a-4770-9c09-1ed32b666455	1087	15552	null
1605	5bd3b720-81d8-40c0-b3da-65e28e1655c1	14961	14170	null
1606	112cfa37-4552-43c0-bc1e-026ce4e3e349	14969	8784	null
1607	8a87cf87-045e-44de-ba33-6f8f6ce7c254	14969	8785	null
1608	53c9f1f2-16cf-4ae1-a398-9573762fa299	1089	11166	null
1609	7ac527b9-2452-4a80-9b3a-6bd3cb20b4c1	14955	15262	null
1610	7ca93636-d1da-4be0-a001-643bf0abfe49	1089	9347	null
1611	e1072674-740a-45fe-97e6-5124e718f9fb	16548	16545	null
1612	a64afeae-0260-423d-a6ed-cdb4c3bc0e17	23134	15494	null
1613	29260b6b-4019-4ff5-a293-81328186e78e	14992	14925	null
1614	433aec16-e1d0-4a32-9c3e-6955e6402581	14958	223	null
1615	6c88b893-39b0-4cd9-bc16-ce3a94185c14	1089	224	null
1616	07df878b-23e5-4519-9584-f9307a89a8c6	14807	14931	null
1617	a774f52a-550a-4796-abdc-e675bf9fff21	14807	10673	null
1618	a0ea28cb-f7f1-4f68-8878-a035a0ad39ab	14807	10674	null
1619	016e7878-2dde-4156-96ed-86c0a2540670	1090	225	null
1620	9365d458-88e2-4231-bde0-516279e8162e	14955	9751	null
1621	c615c4b4-6463-4c49-9649-9d1c44606196	8922	8984	null
1622	eccebbfa-362b-4d55-bdbc-b663d820fc8d	14807	14916	null
1623	2102168e-b51e-4168-9cb4-5400e68c1eaa	1087	226	null
1624	5b054696-7a13-419f-a43d-bee23bc0efca	14978	14982	null
1625	32f67e06-4910-4276-a1bb-7db8c7f163e1	14955	10273	null
1626	a6e6a515-23ae-4bf2-8a0b-b9d66acabf59	14961	227	null
1627	381a5c0a-8820-4587-8696-529e8438e1b9	1093	228	null
1628	d5e058fe-1d1b-4d63-a580-23f87a480058	23592	13732	null
1629	e9ac87b0-e2a3-4de3-8ca9-d79acb11f40c	120	229	null
1630	f2d11d89-f517-4beb-8104-41b4f9156f16	14965	10130	null
1632	bf61337c-2ca2-45f3-8642-4b45b2745cd4	1089	231	null
1633	a2cc6ecf-f816-422e-a59f-5691eefaff8c	14807	15545	null
1634	3371caab-3c81-444d-b631-3297f0132626	16548	16549	null
1635	25c2d9a8-e32f-4932-a41e-4f023c0574ee	91	21593	null
1636	56b8ae54-cc01-44ac-a632-7495d625abea	14807	13744	null
1637	840ed168-6e38-438a-8055-d3b5f4e38d25	23622	13027	null
1638	49714b53-fb00-4446-ae78-d9d7a82d2ee4	14807	9725	null
1639	8c6b7b4f-f055-45d8-9c95-b1e3c4ec2b97	15453	232	null
1640	d92e1188-fe9d-4ede-8676-7263c266732f	14963	15387	null
1641	8298ac72-6342-4d7e-9fee-047316b17e03	14963	14600	null
1642	a917176b-04df-4a17-b818-13f10c1753ff	1087	15495	null
1643	114c32ea-862d-4a3b-89b1-c82608f8c673	15456	15275	null
1644	5fb75ab8-b8d4-44eb-a70a-53be93468276	23580	15515	null
1646	5d817718-f34b-431e-817d-026e48049c87	1089	235	null
1648	264f7532-bf88-4653-9e78-6ac3226fd020	14969	237	null
1649	efe3602a-5102-461f-a92a-e2b72f0f57a9	23115	239	null
1650	2117519c-227a-4051-9d46-c4c25ccaa1f8	14992	16729	null
1651	3941c2bb-04a6-46a3-af2c-14980f4a742d	14807	10686	null
1652	3437f721-ffab-4e0e-89c3-129482fd3a84	23622	10514	null
1653	2e6b2420-24a8-4ccf-bd76-c3a468c9b801	14807	10506	null
1654	ea33e77c-4f2a-4aad-816c-28c0eb079283	14807	14932	null
1655	3865c784-7457-4647-bc0d-e216d963225b	1089	240	null
1656	888fd4fd-bd2e-4113-bbe0-62f74d816fbd	1089	9957	null
1657	1f0c1b2e-9b17-4135-bcad-465a5988e193	14969	21574	null
1658	a9680148-c74f-4d1c-a9e4-bf82aca20228	14807	14915	null
1659	14340dcc-e488-4ad9-a937-1fdb55303ca5	23134	15528	null
1660	8fc27f11-7d3f-42ab-b3c8-3b15d3de66c9	1087	241	null
1661	19ed1eaf-31fb-471a-80de-9c69de6eb7a8	14807	23145	null
1662	07e9988d-b962-4886-a354-fce21608bedb	14800	242	null
1663	def10644-387a-4b34-86c0-f8c2c284a1fd	79	9966	null
1664	e85694c9-dfb3-4a70-9854-9a9f0a94d92b	1089	243	null
1665	dec9b11a-94e7-44d3-bb57-517bbe399365	14970	14975	null
1666	8fc2ba61-7e34-4eb5-8ad5-612987749023	1090	10432	null
1667	7d891eed-d1cb-4538-bc83-1cbd06e8066a	1082	23292	null
1668	b098a15a-1f3f-4a87-8a3d-de1445b0840c	14807	10691	null
1669	8bb970a5-5eb6-459a-8c12-738985bf7976	1089	244	null
1670	cb85913b-ab4f-4be9-98e6-d2945179484e	1089	245	null
1671	801b2fda-005b-4ce4-bf1d-65e247676cfa	14800	15433	null
1672	af5a7a43-bef8-4be0-b293-8cf86991fe53	1087	246	null
1673	b1392551-5053-40a6-a3cc-da68766441b2	23114	9442	null
1674	a5d62496-c3c9-4404-a44d-738a8ddbeb27	14961	247	null
1675	21172a76-f91f-42b4-8e95-8d95c6cc4cb4	101	8656	null
1676	67fc3a85-b73c-4438-bb96-9b3e0a35fcdf	1089	10161	null
1677	801f5308-696f-4bf8-b257-7fd5d31747c4	1087	248	null
1678	0bbd2d00-81fe-40d3-83bb-202a3f92fd14	1087	10815	null
1679	d6a9e6d8-b663-44ba-b25f-a89a7909a718	14978	14983	null
1680	9553388d-68d1-4a41-b39c-ac5a7a992e08	14807	10693	null
1681	38894bec-8c2f-41f3-af88-e8efcaecd150	14807	16916	null
1682	c4de03ac-43d7-4b87-9597-1db20fe79aa2	14807	13050	null
1683	5f92203e-b35c-455c-9df8-5cdb27520c0a	216	10441	null
1684	2a73836a-6f15-46b8-8313-8cee3cb3e196	23622	13051	null
1685	bbbda1e4-d4e7-40b2-98ab-1f48abb30e3e	1089	11184	null
1686	ef417d4c-dc7e-4159-872a-d3418bf50282	16548	16538	null
1687	da97c833-218d-4cfd-867e-a9524dfabd25	313	22212	null
1688	66a8d2a7-b775-4941-929e-a5f0743a3374	1089	250	null
1689	580e1688-59ca-4a9c-9eff-299b30537d49	78	13894	null
1690	3f7945d4-b279-478d-8546-e7656bf501df	16623	9747	null
1691	6907aea3-e512-486e-a494-ccafdd98528e	23622	23695	null
1692	8e62bfd8-b213-4c97-88cb-dc7df83fc6be	14961	24	null
1693	0cd637a7-08e8-4c6e-b186-c5778e0cbef1	1089	11185	null
1694	6251fb44-798a-4db9-b99d-6558ed16ee5a	1089	11177	null
1695	ab666aab-977f-404d-8241-a9c1a567cec9	313	22226	null
1696	7d721a13-f999-4b36-ba3a-611265921b84	14808	9582	null
1697	024ccd67-d37c-4873-8c5c-c8ab11212cb9	1089	251	null
1698	b188ba1e-a6dd-4e62-b578-05b140ab1360	14808	9583	null
1699	6f1a4b49-3546-4ace-8cb7-479657711397	14969	252	null
1700	e9cc5df2-45aa-4b38-ad0a-4d94dbb77e60	23114	21638	null
1701	c440e641-7feb-486e-a202-9c15d170b8f0	23580	11143	null
1702	adac0b4c-68b5-4403-a470-3336567efa1a	14807	23686	null
1703	978db69b-2ce8-4dbd-a3c8-e8b86d412c9a	14992	15560	null
1704	278c4f3e-2fa7-427e-94cd-44ab9831f34d	101	23617	null
1705	2e191f7b-fd79-4d90-811c-6f00d66882ed	14969	254	null
1706	5ba9cf61-d5db-4198-a375-1a7b2a044f4c	14961	14004	null
1707	902a1d89-6e74-47ca-8456-9cdd990e73db	14967	255	null
1708	6b14366a-99e0-477f-a149-8162c7c5415e	14969	256	null
1710	7e2f8a43-fa0d-464e-ba63-d9d90d026e37	14961	15384	null
1711	fcf2feba-0b4c-482f-a22a-1f4c65419cfc	14979	14843	null
1712	c7f5db6d-46c3-4ca2-adbd-bed0d0dc83c7	14962	14172	null
1713	069cce03-c514-4a7c-98ad-935e6df9504c	14961	9970	null
1714	bf3bc2bd-8f19-4366-89ad-27e3b9d94281	14961	14173	null
1715	587529e2-d223-450c-9cbe-ea5e003f1b58	14961	259	null
1716	02198e45-678f-4438-81b7-a54bd02652f8	23580	13251	null
1717	1859dcfc-6e8b-4e20-b48e-35164779e3a3	23579	21612	null
1718	1339598c-9405-4aae-9962-1a15dacdd9a1	14967	261	null
1719	4249f049-4cc8-4f73-a546-7335017fb936	1090	14658	null
1720	0480e0fd-32f4-46f7-ad74-a69e1337b7c5	1083	262	null
1721	5307aa42-3d25-4c18-89c8-35a6f82e171e	1090	10433	null
1722	a7f5eee0-ec0a-42d0-844d-c2089110a3e2	14807	13767	null
1723	35085d03-9602-437c-860b-366fe82efcba	14807	13768	null
1724	7d334f60-caed-4fc3-b670-f67ef2f72830	14953	263	null
1725	9ccd730d-eeb0-4759-96d5-17caad4e276d	1087	9752	null
1726	1da85e0f-6bd5-4081-9638-a8d5f1147817	1087	10711	null
1727	4e3316dc-7a39-4131-9728-08c1ca14cea2	1087	9754	null
1728	65b15864-b3f0-4d6d-b447-1af7407b2cb5	91	11196	null
1729	d30577b8-321f-402a-93c4-5056b4cf3dd7	14961	9386	null
1730	64cd9cc8-b9a3-4017-a465-2b709b612223	14969	264	null
1731	aae26d76-6ece-4044-b655-f2706f7e5686	1087	10714	null
1732	b555691e-c5ea-48c4-9840-535efd05cab2	91	11197	null
1733	af5a911e-4660-4818-a262-100beb2d900b	1093	8370	null
1734	5bbda8b8-b757-4995-8ec7-6cdb6d62f26e	14970	14976	null
1735	6c2a6ea3-391a-4b76-b854-db9432be55ab	14988	10494	null
1736	02aead07-3241-43b5-a06d-3cccb588de66	14807	265	null
1737	4ccec028-cbf5-4a70-bf59-41355420232a	14965	10331	null
1738	1472545a-1c57-4b3e-a89a-c43f3661538f	1083	266	null
1739	75d27dfc-d279-4fc8-bf5f-98f1f90cb845	79	10507	null
1740	6e079ced-bb6f-4989-a6e4-fa3e5a77eda3	23622	10516	null
1741	a50f4b27-fa2e-463d-9e8f-86703d138941	1087	10744	null
1742	d0dd9adc-9423-49ca-a23f-33591ca29da8	1095	14930	null
1743	2fffe8c5-1f65-4925-98f4-df7f77c474be	1095	14572	null
1744	6aac2907-e1dc-4c29-804c-c0ed296e42d1	1089	9387	null
1745	e4b079da-802b-4243-8496-b16de8d2b01a	1089	9405	null
1746	a10eb5a8-6db2-4a98-bb0a-baf179a2d3c6	1089	9404	null
1747	d8212db7-5e02-4792-8e65-5fee40050971	23115	15558	null
1748	44063423-7dd4-4218-bc9a-caed34a60574	14984	9385	null
1749	011c437a-90ac-4e4b-bc1f-80600895dfb1	14984	15393	null
1750	1aec716c-001e-4e91-9d81-731483d0f297	23622	13268	null
1751	07e562a9-274e-4e60-804f-5ad2d44191f2	1090	268	null
1752	55f2a09b-8767-49e5-ad17-a11cc22b5d04	91	8895	null
1753	67d54d4a-cf81-43e7-85ad-944bbdde03e5	23622	11154	null
1754	714bae06-2b0e-4f2f-8d46-b08c84a4e450	23622	23148	null
1755	1b4c662c-6722-4253-b41d-f67eb6e872fc	216	10511	null
1756	f1d02b53-e034-4de5-9d68-76be1065c52e	1089	11186	null
1757	b8b34de7-8635-4955-ab2b-83eb48f7cda9	14450	9767	null
1758	86617182-0d45-4edc-a0ff-dffac1a63d3a	1089	10158	null
1759	38345c34-85b3-4ab9-a4ef-e46a50f2c82d	1095	8963	null
1760	640e5e6e-31bd-45f5-ae5b-0837acd5c708	14984	269	null
1761	cc2f9d39-e294-4cf3-9e5f-717d96942e98	1093	270	null
1762	b8df9562-ae87-44af-b46d-38095c9b5ca9	1091	15406	null
1763	a8340c6e-e535-4d19-8507-589eb62344b4	14807	9721	null
1765	8433c86b-bb24-424e-a2cb-3db6928eb263	14989	7748	null
1766	54f89627-a095-4091-b1ed-e00c944543fc	14970	22093	null
1767	d3a7ff9a-cc8a-4cfa-a24f-1056083deff8	23592	8976	null
1768	1bc5f851-2458-4c74-b07a-43bfbde2289c	23580	11157	null
1769	fb1c705f-2e6b-4af3-a0da-399ff603b4df	23579	15525	null
1770	10d25769-1e2c-4891-a5e1-b3e3f8261249	23580	11161	null
1771	f7e79ed7-e77e-4fdc-a8d0-62d7e9373a31	216	13276	null
1772	7b5700b5-44b7-4891-b786-957f6e8f57c0	14979	14846	null
1773	f8149198-d86c-4c6c-b5a0-47001d416d9d	15280	15279	null
1774	439649dd-2fde-4436-9a6b-470b8effbebb	1095	272	null
1775	f1b48bec-5a3c-4f1f-a5e3-867d987de5e7	16623	8780	null
1776	e0da7662-c4e3-4ea9-b556-371e9dc86f1c	14961	2	null
1777	95df5516-132d-44c9-8199-6195713762ad	1082	274	null
1778	d73cac0d-e2e1-4e99-b8ca-a29c4ca6f5d4	14962	275	null
1779	fefeace9-9601-4dc0-a53c-852d490078e3	14962	276	null
1780	e8c8ec39-2108-44fc-8399-82a4f23a7ee5	14961	132	null
1781	d541d2f4-1541-4b36-ae6a-8b99d1ee36d9	14969	23767	null
1782	ba0ab406-b2b7-400e-a8f5-6d5895546057	14962	8960	null
1783	75cef435-f935-4b08-86ad-76386b84e42b	14978	8822	null
1784	51825e8a-a011-44e0-8a00-b6dc64159f95	1082	278	null
1785	7c8e62b1-3ab2-4388-b64a-e48f263749ce	14958	23184	null
1786	8f9efcc9-7720-4c5f-b948-4d20607598b7	14961	329	null
1787	c62919fb-f318-449c-9aa9-a0b50112b15a	14807	10719	null
1788	a3beb11a-3684-4b80-adcf-a3faa61aff91	23580	11151	null
1789	fb9b08ce-d530-4efb-a63a-6591bbeb80f3	23580	15516	null
1790	ee510bba-89b6-4d4d-a416-503580a7acbc	1090	279	null
1791	252589bb-e351-4729-befb-2af101c5894d	216	10428	null
1792	d200dec1-bd8e-4319-80b1-b6a6ce833603	1089	280	null
1793	103f2240-dd87-448e-aa39-bd73cd4f865c	14961	281	null
1794	af9bc596-ff71-45cf-98d9-82a448b3b228	14807	9720	null
1795	3cfe5893-4109-4ccb-92a3-5c61385ab6fa	1090	10509	null
1796	c90236e9-0f96-49aa-b0eb-7adae8649cce	14450	282	null
1797	fd9d59ea-f10c-4ada-90f5-16977b37a203	14967	21562	null
1798	6a1b4cbe-50fb-4733-a455-8b5ac9c973da	23592	8975	null
1799	e990682c-10d4-4e2d-87b0-3d184e31c029	91	8791	null
1800	126066b1-5e70-489d-8ef0-5427c827b878	14969	8786	null
1801	1f7de89a-5ae4-476a-a39e-0838e5be1b46	79	13285	null
1802	3e37069b-e20c-43b7-8c33-bc367ecbf09e	78	13286	null
1803	e32f4811-9ad6-40df-8008-5ee2f4f97e1f	78	14621	null
1804	1c3e3bef-ac33-4841-b3f1-5eda189b74bb	14984	15394	null
1805	0a306249-b44e-4f72-b363-fc490a73c634	79	13287	null
1806	cb90749c-1908-43dd-b659-0f63568bf1bb	79	13288	null
1807	2530602b-f831-4464-8b18-49f4a2894629	1089	283	null
1808	0d688fc7-3bc0-4efc-81d0-f265117079ee	1089	284	null
1809	39571139-7c01-4366-b334-1823a84ed743	1089	21552	null
1810	2484cd93-e6ce-4530-b5a0-93e746227e1a	313	22222	null
1811	b83a828c-62d7-4f4a-aee8-9726b6988bbe	78	9371	null
1812	7411632c-9f66-445e-81fa-3180a5866ee0	79	13810	null
1813	8cbf953e-f6fe-489b-960b-1c29d30a7257	14807	13812	null
1814	623e3e6c-2da5-4d4d-b9f7-af4913ddf4a3	14965	9788	null
1815	fdc0bbb4-5c9c-4bbc-b85b-cd575d90de6b	1087	285	null
1816	7ea3ac10-5086-4a14-911b-74c76c5c1fbd	14958	14933	null
1817	2ec6e3c9-dc34-4f85-bd74-becefba339e4	1083	286	null
1818	ad71fa3a-63c7-46a9-82d1-269f8ae55afb	1095	287	null
1819	25492fc1-63d6-4702-aece-75e027b3c412	14961	288	null
1820	98fd5075-2634-4a50-b4ea-ced41ba72e21	23114	10216	null
1821	2d17d006-21c0-47ad-a99a-2600ba90d9ef	78	9365	null
1822	4fbe2341-997e-4cdb-91f3-b9c4a47e7ac1	23622	13301	null
1823	4966fc77-ef10-4314-8ca9-e9503a3b161c	1090	21594	null
1824	3d534323-f22c-4594-a6b6-9f3fab609bd6	23622	13302	null
1825	12c6abbb-bdae-43e8-8201-fbc3312e1b17	14965	9551	null
1826	a45852be-8c1a-4f0f-9f64-8faa7f08ef1a	1087	289	null
1827	ef7c02f3-0125-44fe-86a6-0c790f858351	16548	14657	null
1828	0773a061-0d42-4aa5-a95d-1d3ebfb73b1c	1089	290	null
1829	f9dfd99b-dc43-4637-abb5-3ad028502f53	23580	11141	null
1830	dc8b8be5-5be0-4646-8393-2fede38acb85	23622	13345	null
1831	acbe8881-8713-4e13-af8a-bd85cc3cfabc	23580	11146	null
1832	4fb516ef-dd5f-41b4-994d-e82d7965c6dc	14808	9584	null
1833	bb76f74f-b8b7-440b-a9d2-de340e04a89f	14978	9384	null
1834	a2ee9292-9c8c-4878-aa4d-03563012fb6b	1087	291	null
1835	59cc8376-cf79-48ba-a044-37323b97fbcf	14807	10723	null
1836	add5dd8c-2c4e-4f26-b86a-7210b411ef63	14969	292	null
1837	37938a5f-e1c5-4417-9b80-bd3aa78c5401	23622	13346	null
1838	d9b24f9d-2bb7-46b4-8bae-55d4f2fe0b6c	14969	293	null
1839	4b79f68b-bf2d-473c-9aba-e1d1407b1444	23114	9441	null
1840	32253007-019e-463d-a1ad-ca765e9796b6	1094	294	null
1841	31e3d8b4-83c3-426f-b1e0-fcb31b809a1d	14969	295	null
1842	90bf619e-4db3-4acb-be1a-3c40e19cc84b	23134	11281	null
1843	ffa79e29-d242-44ca-a755-57a906c59358	14808	13356	null
1844	221c09a7-237a-4250-993d-83aca1b27048	14807	296	null
1845	8b2bd0ba-8679-4b87-a24f-8ce067069c6f	14961	14005	null
1846	db5d5149-cd5d-487a-8563-24596a60f3c3	23115	22314	null
1847	c14113d2-bd02-4f90-bb83-d511a1e6ec7a	14969	22315	null
1848	e1fd2505-7dd5-4a56-9f05-6b10eb414f52	14958	16860	null
1849	ffde406b-b0c2-4e18-b777-dab424959c16	14969	16776	null
1850	b7de4034-4f92-497f-86d3-8f0bab98a44a	14958	23182	null
1851	1a098d53-900d-4034-aa2b-84eb5d38a142	23580	21611	null
1852	6dbf30b1-004e-4c0a-a054-bac71677ae8d	14969	22326	null
1853	13fa38ed-d033-436a-b80b-258d95f6b4d4	23592	10538	null
1854	734efdcf-3d99-4f7a-af31-cbda21d73bdc	14988	297	null
1855	02b49ade-70d1-4e78-a711-75c65e865d8c	14808	10740	null
1856	be090b5c-2f18-4325-b88d-70335f667852	14951	14986	null
1857	5d757b84-3540-4562-b2ac-4211b10bf599	1089	11187	null
1858	8ca853b7-3f02-448f-b8e3-1def109afccf	14958	16868	null
1859	1a36fea0-c0a2-4482-9252-793932004a45	14992	298	null
1860	90ad380d-8ef1-428d-baa2-1fe0fc3702eb	1090	299	null
1861	d4e9fa94-d0e0-455e-9b2e-5e25e348f340	15453	300	null
1862	f16fa178-237d-4ab8-b83e-021fb745c3c4	1090	301	null
1863	259d4d16-a0f3-4277-9d77-c41529c3d721	14958	302	null
1864	17554f44-338e-401d-8a22-ebfaa9676c05	23134	10177	null
1865	44c47e5a-c588-4920-b77b-61c77e1a5d32	1091	304	null
1866	b4db0eb5-fe25-4257-a9d1-80fa8f0338ee	14984	15395	null
1867	ed9fcf66-7733-40ce-a62d-39f8f97e733a	1087	305	null
1868	c559d26e-125d-463d-949e-ad4e24cec274	1087	306	null
1869	d70e011c-ec95-4244-82fe-b3b0e1620726	14800	307	null
1870	13463468-5096-41af-ad36-cf1f22b72ee8	14958	308	null
1871	6c430108-4927-4a28-a187-fb019664db28	14958	309	null
1872	8e0729c5-7c30-41ba-bcd0-5b6eb3e356e9	14992	14919	null
1873	009639ac-5bd8-4bc7-9f38-d4002ca1a539	14962	310	null
1874	7a829588-4230-4e3d-9dd2-dbb4e5016041	15453	311	null
1875	082ffff5-3a46-4b1f-a9c9-989ec286325f	14962	312	null
1876	9aa04b8d-bff3-4a17-991a-eac593bce60c	1095	16753	null
1877	ac13fb8f-ab02-4a59-bd2d-fa396cbc8215	15456	15267	null
1878	ac5897c8-1afd-4bf4-9591-25dcba457e2e	14962	314	null
1879	7a526b57-35e8-4b5b-bb0c-236d666b2351	14800	315	null
1880	1c7d8f1f-8adf-4891-b2de-56f14ade2ed1	14961	14006	null
1881	9ac6bdaf-4563-49e0-b1de-a69e0df252cb	216	13824	null
1882	5013ca8b-f235-41e2-85ee-451e8be79486	216	10442	null
1883	d83b3e0b-8376-46d5-b660-d1a62fb251a6	14807	13368	null
1884	db19b958-4535-4abc-b215-42b4122b5f79	23592	13827	null
1885	6505ea7c-5b5d-41ce-8487-90bb7b96c94a	14958	316	null
1886	c50d91c1-7280-45d1-9fd9-ef6e930da4c5	14958	21563	null
1887	9b09d6f9-e076-4853-9cdd-f0d60b8689e7	1091	317	null
1888	97fd5bd6-0276-4f14-9202-8d039f53c8cd	1095	8962	null
1889	6d732319-aa45-4e88-9625-ec22fb8d9733	14958	318	null
1890	1c8e2bd6-871b-42c0-91fc-87deae280410	14807	10731	null
1891	3ab1c249-dd86-4b27-996d-8bb8ca21eb1e	14958	319	null
1892	eea6d9e2-e148-494b-8d12-77a5e290d980	1083	320	null
1893	20a8ddcf-eb49-4e40-9d21-40947ea6abc4	101	8314	null
1894	94fb6350-6494-43a1-8456-9bec5c4ee442	1083	321	null
1895	8f791a5a-f964-4c90-8fcf-28146a27bf17	1089	322	null
1896	1a09173d-0083-4dda-9a26-7d651be15ef6	14800	323	null
1897	514821b6-2013-4ea2-8199-fbc30863fd78	78	9370	null
1898	2ae44df7-c131-44f4-91f3-39a4f7ca7075	1091	23681	null
1899	6f247515-bc6d-45af-bcbd-f8af9ea172de	14800	324	null
1900	137ce205-0c31-4bcf-83a8-864e1a058eaf	1091	325	null
1901	c0c853dd-92af-49bd-ba84-a86ac2d1e5bb	1094	326	null
1902	34bf55d4-dbd1-4597-b846-1feb3c828d58	14807	13844	null
1903	602e78bc-23d3-4b1b-8e6b-0569638cdab6	14807	16751	null
1904	f8b5169e-8c2a-4d17-b27a-d1617d7bb849	14807	9716	null
1905	2763e9c9-fcf3-449b-b6d5-e86ec40315b3	1089	11188	null
1906	4a4fa657-c8c8-4a0b-a4c4-02b4543e3467	23134	15529	null
1907	b321ec15-5d29-43d0-8d98-a7a0c80ebef6	1090	10510	null
1908	e40a7148-62e0-4409-8b02-5e996c1b6c6c	101	8940	null
1909	d324b06d-5818-4a4a-a5ae-e28e3bf5475e	23592	8986	null
1910	eb4766e5-9bdf-43da-8cc1-cfdbf39c2b30	14970	14977	null
1911	66e04cf5-2f7c-4a85-b5f3-173e40ee044f	23114	8317	null
1912	aceb2ec6-3d4f-47e3-99ae-2bb86ce03d1d	14958	327	null
1913	d1b6c43d-9168-4c4e-9aca-df2a8749528a	23622	13405	null
1914	2127889b-b13a-42fb-9cd8-dcec6590bbba	216	10443	null
1915	99fd6e93-d021-4c0e-9268-946a3d48b1cc	1089	8750	null
1916	5ae20e05-bebe-44f5-937e-0813c992f0d3	1089	9537	null
1917	44a1a669-3d82-4173-be98-84256ebf2e68	1089	9958	null
1918	7362a1d4-395f-4a12-a26b-d373865038d9	14807	9715	null
1919	cc4fc29d-fd01-4538-bcae-b90bf8bd7b33	14969	330	null
1920	31b83aa4-bfd9-4994-9467-038da1a5d2ad	14992	331	null
1921	5b288b2e-76d8-4e69-a193-38a93f44ea5b	14969	8787	null
1922	3d4ccfc5-ba08-4ae9-a354-539446e05f8b	14971	332	null
1923	3b16cb21-a34c-4e66-b944-031aee6a1d31	189	47	null
1924	24a08fd5-f1aa-420b-b252-4e6885c34614	189	128	null
1925	d29ded46-8e88-4fe6-b352-8cee79e0df17	189	148	null
1926	b4e95f1f-dac2-4f52-a5e7-5e4c0428edc6	189	249	null
1927	d028b4c9-26b5-41cf-8354-045fe2fd7d1e	189	258	null
1928	94e19622-2f9f-4b6c-89e8-922036fb0ffe	257	9354	null
1929	607aca30-cd58-48a6-a510-60e04d371158	257	9355	null
1930	1bd405cc-eeee-4382-8efb-f1004523b01e	257	9356	null
1931	e12cb8c0-3a0a-4c59-b554-6bcd631ade76	257	9357	null
1932	2815f78c-a796-422d-811c-b2b5d56ff4f5	271	9361	null
1933	c513d2d9-2168-4439-aa67-01f76e60ce53	271	9362	null
1934	8fbe0f15-d7a2-4680-85c4-044878ec8480	109	9363	null
1935	29908931-2b49-421d-b2be-1ab09876d9b2	271	9364	null
1936	a6f55c8e-060f-444a-9c8b-f9627a463cac	77	9366	null
1937	73bcaf5a-7702-40ac-914e-cac855c60cd1	77	9369	null
1938	70157b08-7154-4529-bbc8-ad043941ea43	1080	10408	null
1939	4da1a44e-30c9-4ddb-a7a2-bacdd4d1409b	10587	7861	null
1940	a9dff803-6207-49db-8b96-2f405134ac1e	10587	7983	null
1941	45fbd87a-cbdf-44e5-944c-97b6b8b6745b	10587	7985	null
1942	8bd324a7-a5ba-4df2-8d42-a640d4cec05e	230	8307	null
1943	b9ec2f50-2271-4984-bcd9-c4295994715d	230	8748	null
1944	c44b3ab6-dc5f-4b53-8e35-7b54bf37e2fb	230	8756	null
1945	4f953259-ab2a-49d9-8212-0a1b1b176da7	108	8763	null
1946	34caba77-345c-4684-bbac-4a94031dd150	108	8764	null
1947	a469ab65-54ab-4ae4-a65c-083adb8117cf	108	8765	null
1948	9ce7cc41-842a-4c56-83f7-638bd13f8c7c	108	8766	null
1949	5780b67c-b538-40bb-ab94-9e15bd22f24a	116	8788	null
1950	24fc7038-aab5-4716-bb43-683cbb113469	236	8794	null
1951	84e31284-7d4d-497a-aefe-69e28b228c47	230	8795	null
1952	0564446c-c74c-4757-9043-0b8f29932865	236	8796	null
1953	2ed2d476-7fca-4a6e-8e93-83597176e597	236	8815	null
1954	bd266a78-68ce-4a8e-bb52-d1d5bceb7520	230	8816	null
1955	54dcd7cc-cd2c-4849-b834-3de1e67865f3	236	8820	null
1956	a90ff7d8-2589-4422-953e-86b32b752fa9	108	8867	null
1957	1d4510d4-9a4d-41ea-864f-57bcfcb28707	108	8868	null
1958	5c6653a6-cbbd-4ced-860e-9a04cf812922	108	8869	null
1959	b34f87d1-7c4b-40e2-88e6-caca36b6f5fb	108	8870	null
1960	f69ba064-deeb-48e6-99f4-e66e96e9bb6f	108	8873	null
1961	3e871efb-4e89-4f52-848d-2b9a3f0aa0f0	230	8942	null
1962	b9fc2853-ea41-4e99-b225-b39a40a00a7d	230	8943	null
1963	45ac2144-b535-409a-8478-0330e587831c	230	8944	null
1964	68224bb5-f42c-40cc-946b-c42f4f8bae7f	236	8945	null
1965	82df8a47-707e-4ebd-805d-8bd0df0966a3	236	8946	null
1966	d1eec7b4-42ba-4c06-98fc-08a06e9ca237	236	8947	null
